| Generic Name | Targetmine URL |
|Cabergoline|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cabergoline|
|Idoxuridine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Idoxuridine|
|Dapsone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Dapsone|
|Terconazole|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Terconazole|
|Phenytoin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Phenytoin|
|Medrysone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Medrysone|
|Doxycycline|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Doxycycline|
|Diethylstilbestrol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Diethylstilbestrol|
|Lymecycline|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Lymecycline|
|Clotrimazole|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Clotrimazole|
|Isocitric Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Isocitric+Acid|
|Sulfanilamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Sulfanilamide|
|Cycloserine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cycloserine|
|Anagrelide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Anagrelide|
|Carmustine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Carmustine|
|Sulfisoxazole|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Sulfisoxazole|
|Metoprolol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Metoprolol|
|Crotamiton|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Crotamiton|
|Dicumarol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Dicumarol|
|Cefmenoxime|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cefmenoxime|
|Ropinirole|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ropinirole|
|Chlorotrianisene|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Chlorotrianisene|
|Isradipine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Isradipine|
|Diatrizoate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Diatrizoate|
|Betazole|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Betazole|
|Topiramate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Topiramate|
|Cefmetazole|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cefmetazole|
|Olmesartan|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Olmesartan|
|Amsacrine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Amsacrine|
|Theophylline|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Theophylline|
|Argatroban|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Argatroban|
|Liothyronine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Liothyronine|
|Disopyramide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Disopyramide|
|Lidocaine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Lidocaine|
|Pamidronate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Pamidronate|
|Clemastine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Clemastine|
|Acarbose|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Acarbose|
|Venlafaxine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Venlafaxine|
|Conjugated Estrogens|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Conjugated+Estrogens|
|Travoprost|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Travoprost|
|Amcinonide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Amcinonide|
|Atomoxetine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Atomoxetine|
|Bleomycin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Bleomycin|
|Mexiletine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Mexiletine|
|Chlorambucil|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Chlorambucil|
|Etomidate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Etomidate|
|Raltitrexed|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Raltitrexed|
|Etonogestrel|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Etonogestrel|
|Morphine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Morphine|
|Ropivacaine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ropivacaine|
|Bupivacaine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Bupivacaine|
|Dapiprazole|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Dapiprazole|
|Penciclovir|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Penciclovir|
|Tenofovir|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Tenofovir|
|Flucloxacillin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Flucloxacillin|
|Tranexamic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Tranexamic+Acid|
|Ertapenem|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ertapenem|
|Desogestrel|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Desogestrel|
|Mitomycin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Mitomycin|
|Talbutal|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Talbutal|
|Bexarotene|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Bexarotene|
|Ibutilide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ibutilide|
|Vindesine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Vindesine|
|Chlorthalidone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Chlorthalidone|
|Ethoxzolamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ethoxzolamide|
|Pentobarbital|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Pentobarbital|
|Valproic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Valproic+Acid|
|Capreomycin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Capreomycin|
|Zolmitriptan|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Zolmitriptan|
|Acetaminophen|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Acetaminophen|
|Gefitinib|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gefitinib|
|Codeine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Codeine|
|Piperacillin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Piperacillin|
|Dihydroergotamine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Dihydroergotamine|
|Amitriptyline|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Amitriptyline|
|Floxuridine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Floxuridine|
|Tolcapone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Tolcapone|
|Fluorometholone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fluorometholone|
|Nitroprusside|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Nitroprusside|
|Calcium Gluceptate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Calcium+Gluceptate|
|Hydromorphone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Hydromorphone|
|Carbachol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Carbachol|
|Indomethacin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Indomethacin|
|Ethambutol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ethambutol|
|Metformin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Metformin|
|Ipratropium bromide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ipratropium+bromide|
|Methadone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Methadone|
|Olanzapine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Olanzapine|
|Atenolol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Atenolol|
|Nitrofurazone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Nitrofurazone|
|Pimecrolimus|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Pimecrolimus|
|Omeprazole|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Omeprazole|
|Pyrazinamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Pyrazinamide|
|Metixene|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Metixene|
|Cetirizine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cetirizine|
|Terfenadine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Terfenadine|
|Diltiazem|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Diltiazem|
|Dydrogesterone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Dydrogesterone|
|Protriptyline|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Protriptyline|
|Aminohippurate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Aminohippurate|
|Alfuzosin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Alfuzosin|
|Trimethadione|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Trimethadione|
|Nitisinone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Nitisinone|
|Clobazam|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Clobazam|
|Minoxidil|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Minoxidil|
|Megestrol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Megestrol|
|Thioguanine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Thioguanine|
|Methylergonovine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Methylergonovine|
|Buclizine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Buclizine|
|Aztreonam|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Aztreonam|
|Chlorzoxazone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Chlorzoxazone|
|Aminoglutethimide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Aminoglutethimide|
|Mefloquine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Mefloquine|
|Sulfadiazine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Sulfadiazine|
|Tetrahydrobiopterin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Tetrahydrobiopterin|
|Vinorelbine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Vinorelbine|
|Anidulafungin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Anidulafungin|
|Clozapine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Clozapine|
|Sucralfate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Sucralfate|
|Grepafloxacin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Grepafloxacin|
|Doxylamine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Doxylamine|
|Levonorgestrel|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Levonorgestrel|
|Norepinephrine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Norepinephrine|
|Cidofovir|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cidofovir|
|Mirtazapine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Mirtazapine|
|Meprobamate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Meprobamate|
|Thiethylperazine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Thiethylperazine|
|Timolol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Timolol|
|Treprostinil|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Treprostinil|
|Colestipol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Colestipol|
|Trihexyphenidyl|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Trihexyphenidyl|
|Palonosetron|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Palonosetron|
|Dexrazoxane|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Dexrazoxane|
|Amlodipine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Amlodipine|
|Tacrine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Tacrine|
|Oxyphencyclimine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Oxyphencyclimine|
|Triamterene|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Triamterene|
|Valrubicin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Valrubicin|
|Alseroxylon|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Alseroxylon|
|Procyclidine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Procyclidine|
|Phenylephrine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Phenylephrine|
|Carbimazole|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Carbimazole|
|Digoxin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Digoxin|
|Sulpiride|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Sulpiride|
|Ethopropazine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ethopropazine|
|Nimodipine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Nimodipine|
|Beclometasone dipropionate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Beclometasone+dipropionate|
|L-Carnitine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=L-Carnitine|
|Carisoprodol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Carisoprodol|
|Progesterone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Progesterone|
|Phenylpropanolamine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Phenylpropanolamine|
|Sorafenib|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Sorafenib|
|Zoledronate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Zoledronate|
|Griseofulvin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Griseofulvin|
|Nisoldipine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Nisoldipine|
|Eszopiclone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Eszopiclone|
|Ceruletide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ceruletide|
|Alprazolam|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Alprazolam|
|Dexbrompheniramine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Dexbrompheniramine|
|Gentian Violet|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gentian+Violet|
|Ardeparin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ardeparin|
|Loxapine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Loxapine|
|Remoxipride|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Remoxipride|
|Mupirocin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Mupirocin|
|Rosiglitazone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Rosiglitazone|
|Pramipexole|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Pramipexole|
|Acetohexamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Acetohexamide|
|Ampicillin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ampicillin|
|Metocurine Iodide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Metocurine+Iodide|
|Penicillin V|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Penicillin+V|
|Secobarbital|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Secobarbital|
|Miglustat|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Miglustat|
|Promazine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Promazine|
|Spironolactone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Spironolactone|
|Methylphenidate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Methylphenidate|
|Methocarbamol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Methocarbamol|
|Trimethoprim|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Trimethoprim|
|Hyoscyamine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Hyoscyamine|
|Zolpidem|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Zolpidem|
|Famciclovir|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Famciclovir|
|Triprolidine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Triprolidine|
|Streptozocin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Streptozocin|
|Carboprost Tromethamine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Carboprost+Tromethamine|
|Cefpiramide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cefpiramide|
|Lindane|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Lindane|
|Trifluridine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Trifluridine|
